"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-13","4.25"," 1849","0.00",,"71","63","  360","  350","8.9","12.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-14","4.03"," 0807","0.00",,"78","63","  310","   80","14.1","21.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-15","4.25"," 1129","0.00",,"81","54","  170","  340","10.1","16.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-16","4.92"," 1549","0.00",,"75","51","  180","  180","17.0","23.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-17","8.05"," 1103","0.00",,"76","56","  320","  350","23.0","30.0","    1","    1",,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-18","2.01"," 1628","0.00",,"86","52","  180","  250","13.0","17.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-19","6.93"," 1239","0.00",,"80","53","  190","  160","16.1","21.9","    1","    1",,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-20","4.03"," 1545","0.02",,"86","66","  180","  170","15.0","19.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-21","4.03"," 1706","0.00",,"88","61","  340","  350","14.1","18.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-22","2.01"," 1210","0.39",,"82","61","  210","  190","8.1","13.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-23","3.80"," 1122","0.00",,"88","68","  300","  290","15.0","18.1","    1","    1",,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-24","4.03"," 1725","0.15",,"90","68","  310","  310","18.1","23.0","    1",,"    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-25","4.03"," 1744","0.00",,"83","61","  170","  190","14.1","17.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-26","2.24"," 1337","0.02",,"87","59","  310","  290","12.1","17.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-27","3.80"," 1529","0.00",,"88","65","  190","  220","13.0","19.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-28","5.37"," 1034","0.09",,"92","72","  280","  280","14.1","21.0","    1",,"    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-29","5.82"," 2111","0.00",,"88","65","  320","  330","17.0","23.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-06-30","4.92"," 1622","0.00",,"78","50","  320","  270","15.0","19.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-01","7.38"," 1240","0.00",,"78","49","  310","  320","18.1","25.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-02","6.04"," 1124","0.00",,"83","52","  310","  340","19.9","29.1",,,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-03","2.91"," 1235","0.00",,"89","53","  310","  300","12.1","16.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-04","3.80"," 1832","0.00",,"96","57","  330","  230","16.1","31.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-05","3.80"," 0834","0.00",,"97","59","  320","  330","14.1","19.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-06","4.47"," 1043","0.00",,"102","69","  330","  330","16.1","23.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-07","4.25"," 1554","0.00",,"99","71","  170","  180","14.1","17.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-08","4.70"," 1437","0.00",,"90","73","  140","  140","15.0","18.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-09","6.49"," 0558","0.00",,"91","73","  140","  320","16.1","29.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-10","2.24"," 1012","0.09",,"85","67","  300","  310","21.0","25.1","    1",,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-11","2.46"," 1534","0.00",,"92","65","  290","  290","14.1","16.1","    1",,"    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-12","5.14"," 1617","0.00",,"93","66","  180","  170","17.0","23.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-13","5.59"," 1554","0.54",,"88","74","  110","   50","15.0","23.9","    1","    1","    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-14","2.91"," 1802","0.06",,"80","73","   60","   60","10.1","14.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-15","4.92"," 0942","0.00",,"85","68","   10","   10","13.0","16.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-16","5.82"," 1602","0.00",,"90","68","  190","  190","18.1","23.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-17","3.13"," 1312","0.00",,"93","70","  230","  240","16.1","21.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-18","4.03"," 1438","0.00",,"93","67","  290","  250","15.0","21.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-19","3.80"," 0901","1.42",,"85","64","  220","  220","19.9","25.9","    1","    1","    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-20","2.01"," 0853","0.00",,"87","67","  330","  330","13.0","16.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-21","3.13"," 1534","0.77",,"89","68","  320","  330","23.0","31.1","    1","    1","    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-22","6.71"," 1244","0.00",,"87","64","  330","  310","18.1","25.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-24","2.01"," 1348","0.33",,"92","63","  200","  190","10.1","15.0","    1",,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-25","4.92"," 1056","0.13",,"90","66","  330","  310","14.1","21.0",,,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-26","6.93"," 1351","0.00",,"86","59","  310","  340","21.0","29.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-27","3.80"," 1231","0.00",,"90","59","  320","  320","13.0","18.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-28","7.61"," 1740","0.00",,"88","60","  180","  190","18.1","25.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-29","5.37"," 2056","0.00",,"89","69","  310","  320","14.1","17.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-30","2.46"," 1349","0.00",,"82","57","  350","  320","10.1","16.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-07-31","2.91"," 0908","0.00",,"81","55","   20","   30","12.1","14.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-01","3.80"," 1323","0.00",,"81","57","  110","  120","14.1","19.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-02","5.82"," 1802","0.00",,"82","64","  180","  180","16.1","21.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-03","7.61"," 1711","0.00",,"84","64","  180","  180","19.9","23.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-04","7.38"," 1456","0.00",,"88","70","  190","  180","15.0","19.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-05","3.80"," 1312","0.60",,"89","71","  180","  190","21.0","33.1","    1",,"    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-06","5.14"," 1659","0.00",,"86","57","  320","  330","21.0","28.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-07","2.01"," 1420","0.00",,"83","55","  330","  330","12.1","15.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-08","6.71"," 1325","0.00",,"87","62","  170","  170","19.9","25.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-09","5.82"," 1629","0.00",,"91","71","  180","  190","17.0","21.9","    1","    1",,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-10","2.24"," 1754","0.01",,"89","71","  250","  330","23.0","62.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-11","4.47"," 1605","0.00",,"90","67","   30","  180","12.1","15.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-12","2.24"," 1554","0.00",,"77","65","  130","  150","8.9","14.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-13","3.13"," 1622","0.00",,"81","58","  180","  200","12.1","14.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-14","3.36"," 1510","0.00",,"80","54","  170","  180","14.1","19.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-15","4.25"," 1355","0.02",,"79","57","  180","  180","15.0","21.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-16","5.14"," 1645","0.83",,"82","67","  180","  190","16.1","19.9","    1",,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-17","2.01"," 1612","0.00",,"88","67","  230","  230","12.1","15.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-18","1.12"," 1433","0.00",,"83","63","  180","  170","10.1","13.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-19","2.01"," 2122","0.00",,"88","57","  330","  330","13.0","15.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-20","4.25"," 1136","0.00",,"84","57","  310","  280","16.1","23.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-21","2.68"," 1502","0.00",,"78","54","  180","  170","8.9","13.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-22","3.80"," 1622","2.08",,"75","68","  120","  110","16.1","23.9","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-23","8.50"," 1956","0.80",,"70","64","   20","  360","16.1","25.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-24","8.95"," 1308","0.11",,"70","63","   20","   60","18.1","25.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-25","6.04"," 1010","0.00",,"77","62","  360","  340","15.0","21.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-26","5.14"," 1445","0.21",,"82","58","  320","  320","18.1","23.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-27","3.58"," 1123","0.00",,"78","52","  320","  350","15.0","21.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-28","2.01"," 0843","0.00",,"82","49","   10","  360","10.1","14.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-29","2.68"," 1305","0.00",,"92","55","  310","  310","12.1","16.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-30","3.58"," 1447","0.00",,"90","58","  300","  310","12.1","16.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-08-31","3.13"," 1224","0.00",,"95","63","  320","  330","14.1","19.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-01","1.12"," 1340","0.00",,"93","65","  200","  240","8.1","12.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-02","3.80"," 1631","0.00",,"91","66","  180","  170","17.0","21.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-03","2.91"," 1641","0.04",,"83","68","   50","   40","12.1","16.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-04","8.28"," 1541","0.00",,"79","62","  270","  270","18.1","25.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-05","4.70"," 1257","0.00",,"74","50","  290","  210","15.0","23.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-06","3.13"," 1436","0.00",,"78","46","  170","  180","15.0","19.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-07","8.28"," 1425","0.00",,"84","63","  180","  170","18.1","25.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-08","6.93"," 1554","0.00",,"87","55","  320","  340","21.0","29.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-09","5.59"," 1601","0.00",,"70","53","  320","  320","18.1","23.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-10","6.71"," 1520","0.00",,"70","53","  320","  310","19.9","28.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-11","3.80"," 1305","0.00",,"78","47","   40","   60","14.1","19.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-12","2.01"," 1059","0.01",,"66","52","  110","  110","13.0","16.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-13","2.91"," 1518","0.01",,"69","57","  170","  170","13.0","18.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-14","3.80"," 1633","0.00",,"78","47","  330","  320","17.0","21.0","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-15","5.82"," 1127","0.00",,"71","42","  320","  330","21.0","30.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-16","5.59"," 1347","0.59",,"71","40","  190","  150","17.0","23.0","    1",,"    1","    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-17","5.59"," 1204","0.01",,"74","53","  350","  320","17.0","21.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-18","1.79"," 1441","0.00",,"71","53","  190","  180","10.1","13.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-19","1.34"," 2346","0.00",,"81","50","  340","  350","8.9","14.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-20","9.17"," 1346","0.00",,"74","46","  330","  310","18.1","28.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-21","4.47"," 1626","0.00",,"72","39","  180","  200","14.1","18.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-22","5.37"," 1326","0.15",,"84","55","  170","  170","14.1","17.0","    1",,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-23","3.58"," 1556","0.00",,"79","59","  180","  180","13.0","16.1","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-24","5.82"," 1606","0.00",,"79","58","  190","  200","15.0","18.1","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-25","5.14"," 2128","0.00",,"88","64","  350","  350","14.1","21.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-26","4.92"," 2349","0.00",,"74","54","   50","   40","14.1","18.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-27","4.92"," 0032","0.53",,"64","58","   50","   50","12.1","16.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-28","9.40"," 1731","0.04",,"76","64","  170","  150","18.1","23.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-29","3.13"," 1408","0.00",,"80","60","  170","  160","14.1","16.1","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-09-30","12.53"," 1743","0.78",,"77","64","  170","  170","25.9","36.9","    1",,"    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-01","12.53"," 0617","1.63",,"76","56","  170","  180","28.0","40.9","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-02","5.82"," 0227","0.00",,"67","44","  310","  310","18.1","25.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-03","8.05"," 1143","0.00",,"62","45","   10","  360","15.0","23.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-04","8.50"," 1208","0.10",,"58","50","   40","   30","19.9","29.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-05","5.82"," 0159","0.05",,"59","52","   10","  360","12.1","17.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-06","1.57"," 0121","0.35",,"60","46","  350","   60","8.1","12.1","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-07","4.70"," 1429","0.00",,"72","42","  320","  320","19.9","25.9","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-08","2.68"," 1316","0.00",,"72","37","  250","  260","14.1","23.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-09","6.26"," 1207","0.00",,"69","41","  330","  320","21.9","28.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-10","2.91"," 1301","0.00",,"68","32","  220","  210","12.1","16.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-11","2.01"," 1306","0.01",,"74","40","  280","  290","10.1","15.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-12","4.47"," 1149","0.00",,"69","44","  320","  320","14.1","18.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-13","1.57"," 0852","0.00",,"65","36","   40","  360","10.1","14.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-14","4.25"," 1240","0.85",,"64","35","  160","  170","14.1","21.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-15","8.72"," 1410","0.34",,"56","46","  300","  270","19.9","31.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-16","13.87"," 1224","0.00",,"58","41","  320","  310","32.0","45.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-17","3.80"," 1437","0.00",,"68","35","  280","  270","15.0","31.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-18","2.46"," 1248","0.00",,"60","34","  270","  270","14.1","19.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-19","2.01"," 1203","0.00",,"60","37","  170","  150","14.1","25.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-20","2.24"," 1231","0.00",,"60","35","  180","  170","13.0","16.1","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-21","3.80"," 1303","0.01",,"61","33","  310","  300","21.9","30.0","    1","    1","    1",
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-22","4.70"," 1624","0.00",,"51","29","  290","  310","19.9","25.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-23","2.91"," 1214","0.00",,"62","27","  310","  270","14.1","18.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-24","2.68"," 1251","0.00",,"61","47","  150","  140","10.1","16.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-25","5.59"," 1048","0.00",,"71","50","  170","  210","16.1","21.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-26","7.61"," 1255","0.03",,"77","57","  190","  170","16.1","21.9","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-27","7.83"," 1115","0.08",,"70","59","  180","  170","18.1","25.1","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-28","6.49"," 1256","0.00",,"77","49","  210","  210","21.0","29.1","    1","    1",,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-29","6.04"," 1619","0.00",,"55","39","  300","  300","21.0","29.1","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-30","5.82"," 1201","0.00",,"58","32","  190","  260","17.0","23.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-10-31","9.17"," 1530","0.00",,"59","31","  320","  330","25.1","38.0",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-01","8.95"," 1430","0.00",,"49","32","  310","  300","17.0","23.9",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-02","4.70"," 0945","0.00",,"51","27","  360","   10","14.1","21.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-03","1.79"," 1535","0.00",,"52","24","  200","  180","13.0","17.0","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-04","4.47"," 1311","0.99",,"47","33","   10","   20","16.1","23.9","    1",,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-05","1.79"," 1559","0.26",,"51","32","  250","  280","10.1","17.0","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-06","5.37"," 1221","0.00",,"51","32","  350","   10","15.0","19.9","    1","    1",,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-07","10.51"," 2136","0.00",,"50","35","  350","  340","18.1","25.1",,,,
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-08","14.99"," 0239","0.32",,"45","34","  310","  320","25.9","36.0","    1",,,"    1"
"USW00054788","MERIDEN MARKHAM MUNICIPAL AIRPORT, CT US","2010-11-09","10.07"," 1105","0.00",,"57","39","   10","   10","21.0","31.1",,,,
